4659,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0
549,0,0,0,0,0,0,0,0
556,0,0,0,0,0,0,0,0
563,0,0,0,0,0,0,0,0
570,0,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0,0
614,0,0,0,0,0,0,0,0
621,0,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0
636,0,0,0,0,0,0,0,0
643,0,0,0,0,0,0,0,0
650,0,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0,0
664,0,0,0,0,0,0,0,0
673,0,0,0,0,0,0,0,0
680,0,0,0,0,0,0,0,0
687,0,0,0,0,0,0,0,0
